,Site_name,Project_name,Workbook_name,Dashboard_name,Sheet_name,Datasource_name,Database_name,Database_connection,Number of columns,Column_name,Table_name
118,890Portal,Default,WFH Analytics Draft,Overview,Sheet 19,Sheet3 (Random Data),Random Data.xlsx,excel-direct,1,Satisfaction Score - VPN,Sheet3
119,890Portal,Default,WFH Analytics Draft,Overview,VPN Capacity Usage,Sheet3 (Asset Movement_WFH_Bangalore),,,0,,
120,890Portal,Default,WFH Analytics Draft,Overview,Radar,Sheet1 (Radar Data),Radar Data.xlsx,excel-direct,4,"Metrics,Location,Current,Capacity","Sheet1,Sheet1,Sheet1,Sheet1"
121,890Portal,Default,WFH Analytics Draft,Detailed Insights,Skype for Business Usage (3),"Sheet1 (Skype),Sheet1 (VPN)","VPN - Copy.XLSX,Skype - Copy.xlsx","excel-direct,excel-direct",7,"Date,Skype Warning Zone,Skype Employee,Time,Date,Location,Location","Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1"
122,890Portal,Default,WFH Analytics Draft,Detailed Insights,MS teams Usage (4),"Sheet1 (Teams),Sheet1 (VPN)","VPN - Copy.XLSX,Teams - Copy.xlsx","excel-direct,excel-direct",7,"Date,Location,Teams Alert Zone,Date,Teams Server Load,Time,Location","Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1"
123,890Portal,Default,WFH Analytics Draft,Detailed Insights,SLA Status (2),"Sheet1 (SLA),Sheet1 (VPN)","VPN - Copy.XLSX,SLA.XLSX","excel-direct,excel-direct",8,"Date,Closed,SLA Met?,Still Open,Time,Date,Location,Location","Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1"
124,890Portal,Default,WFH Analytics Draft,Detailed Insights,VPN Usage (4),Sheet1 (VPN),VPN - Copy.XLSX,excel-direct,5,"Date,VPN Alert Zone,Time,VPN Server Load,Location","Sheet1,Sheet1,Sheet1,Sheet1,Sheet1"
125,890Portal,Default,WFH Analytics Draft,Detailed Insights,Skype for Business Usage (4),"Sheet1 (Skype),Sheet1 (VPN)","VPN - Copy.XLSX,Skype - Copy.xlsx","excel-direct,excel-direct",7,"Skype Alert Zone,Skype Server Load,Date,Time,Date,Location,Location","Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1"
126,890Portal,Default,WFH Analytics Draft,Detailed Insights,MS teams Usage (3),"Sheet1 (Teams),Sheet1 (VPN)","VPN - Copy.XLSX,Teams - Copy.xlsx","excel-direct,excel-direct",7,"Teams Employee,Date,Location,Date,Time,Teams Warning Zone,Location","Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1"
127,890Portal,Default,WFH Analytics Draft,Detailed Insights,VPN Usage (3),Sheet1 (VPN),VPN - Copy.XLSX,excel-direct,5,"Date,VPN Warning Zone,VPN Employee,Time,Location","Sheet1,Sheet1,Sheet1,Sheet1,Sheet1"
128,890Portal,COVID-19,Covid 19 Internal V6,Executive Dashboard,Sheet 72,Clipboard_20200427T171331,Clipboard_20200427T171331.xls,excel-direct,3,"Practice,Values,Order Date","Sheet1,Sheet1,Sheet1"
129,890Portal,COVID-19,Covid 19 Internal V6,Executive Dashboard,Top 5 Key Opportunity Group,Sheet1 (5_11_20_Key Opportunity Groups (HC)),5_11_20_Key Opportunity Groups (HC).xlsx,excel-direct,6,"KPI Key Opportunity Group,Feb 20 FTE,Industry,Account Name,KPI for Key Risk Group,COVID Forcast","Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1"
130,890Portal,COVID-19,Covid 19 Internal V6,Executive Dashboard,Sheet 71,Sheet1 (Probable Sales Excel),Probable Sales Excel.xlsx,excel-direct,2,"Practice,Probable Sales","Sheet1,Sheet1"
131,890Portal,COVID-19,Covid 19 Internal V6,Executive Dashboard,Sheet 51,"Sheet1 (Before and After COVID 19 New),Sheet1 (5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC))","Before and After COVID 19 New.xlsx,5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC).xlsx","excel-direct,excel-direct",7,"Account Type,Region,Before COVID 19,Date,Industry,Account Type,After COVID 19","Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1"
132,890Portal,COVID-19,Covid 19 Internal V6,Executive Dashboard,overall roll off count (4),Sheet1 (Account Risk with Jan FTE),Account Risk with Jan FTE.xlsx,excel-direct,4,"Risk Class (copy),Region,Jan FTE,Industry","Sheet1,Sheet1,Sheet1,Sheet1"
133,890Portal,COVID-19,Covid 19 Internal V6,Executive Dashboard,Sheet 28,Sheet1 (19_05_2020 Industry Filter),19_05_2020 Industry Filter.xlsx,excel-direct,4,"Account Name,News Mentions, Impact,Industry,Region","Sheet1,Sheet1,Sheet1,Sheet1"
134,890Portal,COVID-19,Covid 19 Internal V6,Executive Dashboard,Sheet 34 (2),Sheet1 (5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC)),5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC).xlsx,excel-direct,5,"Industry,Region,Account Type,Baseline FTE,Risk Class (copy)","Sheet1,Sheet1,Sheet1,Sheet1,Sheet1"
135,890Portal,COVID-19,Covid 19 Internal V6,Executive Dashboard,over all roll off count,,,,0,,
136,890Portal,COVID-19,Covid 19 Internal V6,Executive Dashboard,Bottom 5 Key Opportunity Group,Sheet1 (5_11_20_Key Opportunity Groups (HC)),5_11_20_Key Opportunity Groups (HC).xlsx,excel-direct,6,"KPI Key Opportunity Group,Feb 20 FTE,Industry,Account Name,KPI for Key Risk Group,COVID Forcast","Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1"
137,890Portal,COVID-19,Covid 19 Internal V6,Executive Dashboard,Sheet 73,Opprtunity Breakup,Clipboard_20200514T114922.xls,excel-direct,7,"Sector,stage,CTT Sign Date,Account Type,Converted Booking,Opportunity Type,Account Name","Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1"
138,890Portal,COVID-19,Covid 19 Internal V6,Account Risk,Sheet 34 (3),Sheet1 (5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC)),5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC).xlsx,excel-direct,12,"FTE Change,Industry,Conditional Formating Risk Class,Risk Class,Blank Abc column,Region,Predicted FTE,Account Type,Baseline FTE,0,Country,Account","Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1"
139,890Portal,COVID-19,Covid 19 Internal V6,Account Risk,Sheet 48,Sheet1 (5_11_20_Account Risk_Company Name),5_11_20_Account Risk_Company Name.xlsx,excel-direct,9,"Conditional Formating Risk Class,Industry,Risk Class,News Mentions, Impact,Country,Account,Region,Account Type,Blank Abc column","Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1"
140,890Portal,COVID-19,Covid 19 Internal V6,Account Risk,Sheet 48 (3),Sheet1 (5_11_20_Account Risk_Company Name),5_11_20_Account Risk_Company Name.xlsx,excel-direct,9,"Conditional Formating Risk Class,Industry,Risk Class,Country,Account,Region,Blank cell,Account Type,Blank Abc column","Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1"
141,890Portal,COVID-19,Covid 19 Internal V6,Account Risk,Sheet 34 (5),Sheet1 (5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC)),5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC).xlsx,excel-direct,13,"Pre-Covid Forecast Growth,Industry,Conditional Formating Risk Class,Risk Class,Asset turnover,Country Risk,Blank Abc column,Region,Account Type,Country,Account,S&P Rating,Leverage","Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1"
142,890Portal,COVID-19,Covid 19 Internal V6,Account Risk,Sheet 28 (2),Sheet1 (19_05_2020 Industry Filter),19_05_2020 Industry Filter.xlsx,excel-direct,1,Industry,Sheet1
143,890Portal,COVID-19,Covid 19 Internal V6,GDP Impact,Sheet 7,World GDP Impact (risk_Tab),,,0,,
144,890Portal,COVID-19,Covid 19 Internal V6,GDP Impact,Sheet 7 (2),,,,0,,
145,890Portal,COVID-19,Covid 19 Internal V6,GDP Impact,GDP bars,World GDP Impact (risk_Tab),,,0,,
146,890Portal,COVID-19,Covid 19 Internal V6,Human Impact,Sheet 60 (4),Sheet2 (Latest Worldometer Data),Latest Worldometer Data.xlsx,excel-direct,1,"Country, Other",Sheet2
147,890Portal,COVID-19,Covid 19 Internal V6,Human Impact,Sheet 60,Sheet2 (Latest Worldometer Data),Latest Worldometer Data.xlsx,excel-direct,5,"Total Deaths,Total Cases,Country, Other,Active Cases,Total Recovered","Sheet2,Sheet2,Sheet2,Sheet2,Sheet2"
148,890Portal,COVID-19,Covid 19 Internal V6,Human Impact,Sheet 43,Sheet2 (Latest Worldometer Data),Latest Worldometer Data.xlsx,excel-direct,2,"Total Deaths,Country, Other","Sheet2,Sheet2"
149,890Portal,COVID-19,Covid 19 Internal V6,Human Impact,Sheet 60 (2),Sheet2 (Latest Worldometer Data),Latest Worldometer Data.xlsx,excel-direct,2,"Total Cases,Country, Other","Sheet2,Sheet2"
150,890Portal,COVID-19,Covid 19 Internal V6,Human Impact,Sheet 41,Sheet2 (Latest Worldometer Data),Latest Worldometer Data.xlsx,excel-direct,2,"Total Cases,Country, Other","Sheet2,Sheet2"
151,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline,Sheet 68,Clipboard_20200422T142453,Clipboard_20200422T142453.xls,excel-direct,4,"Q2-2020,Q4-2020,Q3-2020,Account Name","Sheet1,Sheet1,Sheet1,Sheet1"
152,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline,Sheet 67,Clipboard_20200422T142147,Clipboard_20200422T142147.xls,excel-direct,6,"Q1-2020,ID BU,Total,Q2-2020,Q3-2020,Q4-2020","Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1"
153,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline,Sheet 65,Clipboard_20200422T141534,Clipboard_20200422T141534.xls,excel-direct,4,"Ultimate Parent Account,Q2-2020,Total,Opportunity Name","Sheet1,Sheet1,Sheet1,Sheet1"
154,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline,Sheet 66,Clipboard_20200422T141802,Clipboard_20200422T141802.xls,excel-direct,6,"Q4-2020,Q3-2020,Q2-2020,Total,Offer,Q1-2020","Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1"
155,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline,Sheet 63,Booking in Pipeline,Clipboard_20200422T140528.xls,excel-direct,6,"Total,Q3-2020,Q1-2020,Q4-2020,Stage,Q2-2020","Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1"
156,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline,Sheet 70,Clipboard_20200422T143021,Clipboard_20200422T143021.xls,excel-direct,6,"Q2-2020,Q1-2020,Q4-2020,Bid Type,Q3-2020,Total","Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1"
157,890Portal,COVID-19,Covid 19 Internal V6,Geo Industry Risk,Sheet 34 (6),Sheet1 (5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC)),5_11_20_Executive Dashboard_FTE Count vs Projected Risk (HC).xlsx,excel-direct,8,"Pre-Covid Forecast Growth,Industry,Country Risk,Industry risk,Region,Pred Impact,Account Type,Baseline FTE","Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1"
158,890Portal,COVID-19,Covid 19 Internal V6,Geo Industry Risk,Sheet 28 (3),Sheet1 (19_05_2020 Industry Filter),19_05_2020 Industry Filter.xlsx,excel-direct,4,"Account Name,News Mentions, Impact,Industry,Region","Sheet1,Sheet1,Sheet1,Sheet1"
159,890Portal,COVID-19,Covid 19 Internal V6,Geo Industry Risk,Sheet 57,Industry Risk (risk_Tab),risk_Tab v2.xlsx,excel-direct,2,"F1,Risk level","'Industry Risk$','Industry Risk$'"
160,890Portal,COVID-19,Covid 19 Internal V6,Geo Industry Risk,Sheet 62,Sheet1 (19_05_2020 Industry Filter),19_05_2020 Industry Filter.xlsx,excel-direct,3,"Industry,ABC Blank,Expected Impact on Capgemini","Sheet1,Sheet1,Sheet1"
161,890Portal,COVID-19,Covid 19 Internal V6,Geo Industry Risk,Sheet 56,Industry Risk (risk_Tab),risk_Tab v2.xlsx,excel-direct,2,"F1,Risk level","'Industry Risk$','Industry Risk$'"
162,890Portal,COVID-19,Covid 19 Internal V6,Geo Industry Risk,MAP,Sheet1 (19_05_2020 Industry Filter),19_05_2020 Industry Filter.xlsx,excel-direct,2,"Industry,Country (copy)","Sheet1,Sheet1"
163,890Portal,COVID-19,Covid 19 Internal V6,Geo Industry Risk,Sheet 58,Industry Risk (risk_Tab),risk_Tab v2.xlsx,excel-direct,2,"F1,Risk level","'Industry Risk$','Industry Risk$'"
164,890Portal,Default,Covid 19 External V6,Executive Dashboard,Sheet 28,Account Risk (Copy of risk_Tab),Copy of risk_Tab v2.xlsx,excel-direct,4,"Industry,Client,News Mentions, Impact,Region","'Account Risk$','Account Risk$','Account Risk$','Account Risk$'"
165,890Portal,Default,Covid 19 External V6,Executive Dashboard,Top 5 Key Opportunity Group,Clipboard_20200408T150009,Clipboard_20200408T150009.xls,excel-direct,4,"COVID Forcast,Feb 20 FTE,Account Name,Industry","Sheet1,Sheet1,Sheet1,Sheet1"
166,890Portal,Default,Covid 19 External V6,Executive Dashboard,Bottom 5 Key Opportunity Group,Clipboard_20200408T150009,Clipboard_20200408T150009.xls,excel-direct,4,"COVID Forcast,Feb 20 FTE,Account Name,Industry","Sheet1,Sheet1,Sheet1,Sheet1"
167,890Portal,Default,Covid 19 External V6,Executive Dashboard,over all roll off count,,,,0,,
168,890Portal,Default,Covid 19 External V6,Executive Dashboard,overall roll off count (4),Sheet1 (Account Risk with Jan FTE),Account Risk with Jan FTE.xlsx,excel-direct,4,"Region,Risk Class (copy),Jan FTE,Industry","Sheet1,Sheet1,Sheet1,Sheet1"
169,890Portal,Default,Covid 19 External V6,Executive Dashboard,Sheet 51,"Sheet1 (Account Risk External),Sheet1 (Before and After COVID 19 New)","Before and After COVID 19 New.xlsx,Account Risk External.xlsx","excel-direct,excel-direct",7,"Before COVID 19,Region,Industry,Date,Account Type,After COVID 19,Account Type","Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1"
170,890Portal,Default,Covid 19 External V6,Executive Dashboard,Sheet 34 (2),Sheet1 (Account Risk External),Account Risk External.xlsx,excel-direct,5,"Baseline FTE,Industry,Risk Class (copy),Account Type,Region","Sheet1,Sheet1,Sheet1,Sheet1,Sheet1"
171,890Portal,Default,Covid 19 External V6,Executive Dashboard,Sheet 26,Account Risk (Copy of risk_Tab),Copy of risk_Tab v2.xlsx,excel-direct,4,"Industry,Client,News Mentions, Impact,Region","'Account Risk$','Account Risk$','Account Risk$','Account Risk$'"
172,890Portal,Default,Covid 19 External V6,Account Risk,Sheet 48 (3),Sheet1 (Account Risk Latest V1),Account Risk Latest V1.xlsx,excel-direct,8,"Account,Industry,Conditional Formating Risk Class,Country,Region,Blank Abc column,Risk Class,Account Type","Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1"
173,890Portal,Default,Covid 19 External V6,Account Risk,Sheet 28 (2),Account Risk (Copy of risk_Tab),Copy of risk_Tab v2.xlsx,excel-direct,1,Industry,'Account Risk$'
174,890Portal,Default,Covid 19 External V6,Account Risk,Sheet 48,Sheet1 (Account Risk Latest V1),Account Risk Latest V1.xlsx,excel-direct,9,"Account,Industry,Conditional Formating Risk Class,Country,Region,Blank Abc column,Risk Class,News Mentions, Impact,Account Type","Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1"
175,890Portal,Default,Covid 19 External V6,Account Risk,Sheet 34 (3),Sheet1 (Account Risk External),Account Risk External.xlsx,excel-direct,12,"Baseline FTE,Account,Industry,Risk Class,Conditional Formating Risk Class,Country,Predicted FTE,Account Type,FTE Change,Region,0,Blank Abc column","Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1"
176,890Portal,Default,Covid 19 External V6,Account Risk,Sheet 34 (5),Sheet1 (Account Risk External),Account Risk External.xlsx,excel-direct,13,"S&P Rating,Account,Industry,Pre-Covid Forecast Growth,Risk Class,Country Risk,Conditional Formating Risk Class,Country,Account Type,Region,Asset turnover,Blank Abc column,Leverage","Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1"
177,890Portal,Default,Covid 19 External V6,GDP Impact,GDP bars,World GDP Impact (risk_Tab),,,0,,
178,890Portal,Default,Covid 19 External V6,GDP Impact,Sheet 7 (2),,,,0,,
179,890Portal,Default,Covid 19 External V6,GDP Impact,Sheet 7,World GDP Impact (risk_Tab),,,0,,
180,890Portal,Default,Covid 19 External V6,Human Impact,Sheet 60 (2),Sheet2 (Latest Worldometer Data),Latest Worldometer Data.xlsx,excel-direct,2,"Total Cases,Country, Other","Sheet2,Sheet2"
181,890Portal,Default,Covid 19 External V6,Human Impact,Sheet 43,Sheet2 (Latest Worldometer Data),Latest Worldometer Data.xlsx,excel-direct,2,"Country, Other,Total Deaths","Sheet2,Sheet2"
182,890Portal,Default,Covid 19 External V6,Human Impact,Sheet 41,Sheet2 (Latest Worldometer Data),Latest Worldometer Data.xlsx,excel-direct,2,"Total Cases,Country, Other","Sheet2,Sheet2"
183,890Portal,Default,Covid 19 External V6,Human Impact,Sheet 60,Sheet2 (Latest Worldometer Data),Latest Worldometer Data.xlsx,excel-direct,5,"Total Recovered,Total Cases,Active Cases,Country, Other,Total Deaths","Sheet2,Sheet2,Sheet2,Sheet2,Sheet2"
184,890Portal,Default,Covid 19 External V6,Human Impact,Sheet 60 (4),Sheet2 (Latest Worldometer Data),Latest Worldometer Data.xlsx,excel-direct,1,"Country, Other",Sheet2
185,890Portal,Default,Covid 19 External V6,Geo Industry Risk,Sheet 58,Industry Risk (risk_Tab),risk_Tab v2.xlsx,excel-direct,2,"F1,Risk level","'Industry Risk$','Industry Risk$'"
186,890Portal,Default,Covid 19 External V6,Geo Industry Risk,Sheet 28 (3),Account Risk (Copy of risk_Tab),Copy of risk_Tab v2.xlsx,excel-direct,4,"Industry,Client,News Mentions, Impact,Region","'Account Risk$','Account Risk$','Account Risk$','Account Risk$'"
187,890Portal,Default,Covid 19 External V6,Geo Industry Risk,MAP,Account Risk (Copy of risk_Tab),Copy of risk_Tab v2.xlsx,excel-direct,2,"Industry,Country","'Account Risk$','Account Risk$'"
188,890Portal,Default,Covid 19 External V6,Geo Industry Risk,Sheet 62,Account Risk (Copy of risk_Tab),Copy of risk_Tab v2.xlsx,excel-direct,2,"Expected Impact on Capgemini,Industry","'Account Risk$','Account Risk$'"
189,890Portal,Default,Covid 19 External V6,Geo Industry Risk,Sheet 56,Industry Risk (risk_Tab),risk_Tab v2.xlsx,excel-direct,2,"F1,Risk level","'Industry Risk$','Industry Risk$'"
190,890Portal,Default,Covid 19 External V6,Geo Industry Risk,Sheet 57,Industry Risk (risk_Tab),risk_Tab v2.xlsx,excel-direct,2,"F1,Risk level","'Industry Risk$','Industry Risk$'"
191,890Portal,Default,Covid 19 External V6,Covid Impact on Employee Predictor,Sheet 36,Sheet1 (COVID 19 FTE Predictor External) (2),COVID 19 FTE Predictor External.xlsx,excel-direct,8,"Country,COVID Forecast,Feb 20 FTE,COVID Impact,Industry,Account Name,Baseline Forecast,Account Type","Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1"
192,890Portal,Default,Covid 19 External V6,Covid Impact on Employee Predictor,Sheet 38,Clipboard_20200414T111559,Clipboard_20200414T111559.xls,excel-direct,12,"Alpha,Current Ratio,Leverage,CF/Rev,Stock Volatility,Industry risk,S&P Rating,S&P Outlook,Asset turnover,Rev volatility,Country Risk,Account Name","Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1"
193,890Portal,Default,Covid 19 External V6,Covid Impact on Employee Predictor,MAP (2),Country Risk (risk_Tab),risk_Tab.xlsx,excel-direct,1,Country,'Country Risk$'
194,890Portal,Default,Workbook for Spanish Insurance(English),Dashboard Great Car Company,Risk score vs claim amount,Primary Data Sheet 17jul,"Primary Data Sheet 17jul.csv,insurance analytics file.xlsx","textscan,excel-direct",3,"% of customers,New total claim amount,New Risk Score","Primary Data Sheet 17jul.csv,'Insurance analytics file$',Primary Data Sheet 17jul.csv"
195,890Portal,Default,Workbook for Spanish Insurance(English),Dashboard Great Car Company,Age Group,Sheet4,sheet_4.xlsx,excel-direct,2,"% of customers,Grupo de edad","Sheet4,Sheet4"
196,890Portal,Default,Workbook for Spanish Insurance(English),Dashboard Great Car Company,Distribution of accidents by region,Sheet4 (2),insurance analytics file.xlsx,excel-direct,2,"State,Median RFM","'Insurance analytics file$','Insurance analytics file$'"
197,890Portal,Default,Workbook for Spanish Insurance(English),Dashboard Great Car Company,Kilometers traveled on weekday nights,Sheet6 (sheet_6),sheet_6.xlsx,excel-direct,2,"Meses,Entre semana noche conduciendo","Sheet6,Sheet6"
198,890Portal,Default,Workbook for Spanish Insurance(English),Dashboard Great Car Company,Types of Driven Cars,Sheet4,sheet_4.xlsx,excel-direct,2,"% of customers,Tipo de carro","Sheet4,Sheet4"
199,890Portal,Default,Workbook for Spanish Insurance(English),Dashboard Great Car Company,Kilometers traveled on weekend nightss,Sheet6 (sheet_6),sheet_6.xlsx,excel-direct,2,"Fin de semana noche conduciendo,Meses","Sheet6,Sheet6"
200,890Portal,Default,Workbook for Spanish Insurance(English),Dashboard Great Car Company,Distribution of customers by risk class,Primary Data Sheet 17jul,"Primary Data Sheet 17jul.csv,insurance analytics file.xlsx","textscan,excel-direct",3,"New total claim amount,c#custmr_pol_id,New Risk Score","'Insurance analytics file$','Insurance analytics file$',Primary Data Sheet 17jul.csv"
201,890Portal,Default,Workbook for Spanish Insurance(English),Dashboard Great Car Company,Sheet 9,Sheet1,Sheet1.csv,textscan,1,Final Driver Performance Score,Sheet1.csv
202,890Portal,Default,Workbook for Spanish Insurance(English),Dashboard Great Car Company,Distance,Sheet6 (sheet_6),sheet_6.xlsx,excel-direct,2,"Meses,Distancia","Sheet6,Sheet6"
203,890Portal,COVID-19,Covid 19 Internal V6,Covid FTE Projector,MAP (2),Country Risk (risk_Tab),risk_Tab.xlsx,excel-direct,1,Country,'Country Risk$'
204,890Portal,COVID-19,Covid 19 Internal V6,Covid FTE Projector,Sheet 36,Sheet1 (5_11_20_COVID 19 FTE Projector) (2),5_11_20_COVID 19 FTE Projector.xlsx,excel-direct,8,"COVID Forecast For Q2,Country,Account Name,Feb 20 FTE,COVID Impact,Industry,Baseline Forecast For Q2,Account Type","Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1"
205,890Portal,COVID-19,Covid 19 Internal V6,Covid FTE Projector,Sheet 38,Clipboard_20200414T111559,Clipboard_20200414T111559.xls,excel-direct,12,"Country Risk,Asset turnover,Rev volatility,Account Name,S&P Outlook,Alpha,Stock Volatility,Industry risk,Leverage,S&P Rating,CF/Rev,Current Ratio","Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1"
206,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline (2),Sheet 68,Clipboard_20200422T142453,Clipboard_20200422T142453.xls,excel-direct,4,"Q2-2020,Q4-2020,Q3-2020,Account Name","Sheet1,Sheet1,Sheet1,Sheet1"
207,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline (2),Sheet 67,Clipboard_20200422T142147,Clipboard_20200422T142147.xls,excel-direct,6,"Q1-2020,ID BU,Total,Q2-2020,Q3-2020,Q4-2020","Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1"
208,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline (2),Sheet 65,Clipboard_20200422T141534,Clipboard_20200422T141534.xls,excel-direct,4,"Ultimate Parent Account,Q2-2020,Total,Opportunity Name","Sheet1,Sheet1,Sheet1,Sheet1"
209,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline (2),Sheet 66,Clipboard_20200422T141802,Clipboard_20200422T141802.xls,excel-direct,6,"Q4-2020,Q3-2020,Q2-2020,Total,Offer,Q1-2020","Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1"
210,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline (2),Sheet 63,Booking in Pipeline,Clipboard_20200422T140528.xls,excel-direct,6,"Total,Q3-2020,Q1-2020,Q4-2020,Stage,Q2-2020","Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1"
211,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline (2),Sheet 70,Clipboard_20200422T143021,Clipboard_20200422T143021.xls,excel-direct,6,"Q2-2020,Q1-2020,Q4-2020,Bid Type,Q3-2020,Total","Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1"
212,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline (3),Sheet 68,Clipboard_20200422T142453,Clipboard_20200422T142453.xls,excel-direct,4,"Q2-2020,Q4-2020,Q3-2020,Account Name","Sheet1,Sheet1,Sheet1,Sheet1"
213,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline (3),Sheet 67,Clipboard_20200422T142147,Clipboard_20200422T142147.xls,excel-direct,6,"Q1-2020,ID BU,Total,Q2-2020,Q3-2020,Q4-2020","Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1"
214,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline (3),Sheet 65,Clipboard_20200422T141534,Clipboard_20200422T141534.xls,excel-direct,4,"Ultimate Parent Account,Q2-2020,Total,Opportunity Name","Sheet1,Sheet1,Sheet1,Sheet1"
215,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline (3),Sheet 66,Clipboard_20200422T141802,Clipboard_20200422T141802.xls,excel-direct,6,"Q4-2020,Q3-2020,Q2-2020,Total,Offer,Q1-2020","Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1"
216,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline (3),Sheet 63,Booking in Pipeline,Clipboard_20200422T140528.xls,excel-direct,6,"Total,Q3-2020,Q1-2020,Q4-2020,Stage,Q2-2020","Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1"
217,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline (3),Sheet 70,Clipboard_20200422T143021,Clipboard_20200422T143021.xls,excel-direct,6,"Q2-2020,Q1-2020,Q4-2020,Bid Type,Q3-2020,Total","Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1"
