Unnamed: 0,Site_name,Project_name,Workbook_name,Dashboard_name,Sheet_name,Datasource_name,Database_name,Database_connection,Number of columns,Column_name,Table_name,Description
79,890Portal,Default,Workbook for Spanish Insurance v3,Dashboard Great Car Company,Kilómetros recorridos en noches de lunes a viernes,Sheet6 (sheet_6),sheet_6.xlsx,excel-direct,2,"Entre semana noche conduciendo,Meses","Sheet6,Sheet6","The sheet ""Kilómetros recorridos en noches de lunes a viernes"" in the ""Workbook for Spanish Insurance v3"" dashboard of the ""Default"" project in the ""890Portal"" site contains data on the number of kilometers driven during weekday nights (Monday to Friday) and the corresponding month. The data is sourced from an Excel file named ""sheet_6.xlsx"" and the connection to the database is established through the ""excel-direct"" method. The sheet has 2 columns named ""Entre semana noche conduciendo"" and ""Meses"" and the data is stored in tables named ""Sheet6"" and ""Sheet6""."
80,890Portal,Default,Workbook for Spanish Insurance v3,Dashboard Great Car Company,Sheet 9,Sheet1,Sheet1.csv,textscan,1,Final Driver Performance Score,Sheet1.csv,"The sheet named ""Sheet 9"" in the workbook ""Workbook for Spanish Insurance v3"" contains data from a single column named ""Final Driver Performance Score"". The data is sourced from a CSV file named ""Sheet1.csv"" and the database connection used is ""textscan"". The dashboard is named ""Dashboard Great Car Company"" and is located in the ""Default"" project on the ""890Portal"" site. There is no information provided about the content or meaning of the data in the sheet."
81,890Portal,Default,Workbook for Spanish Insurance v3,Dashboard Great Car Company,Puntuación de riesgo vs Reclamar cantidad (2),Primary Data Sheet 17jul,"insurance analytics file.xlsx,Primary Data Sheet 17jul.csv","excel-direct,textscan",3,"New Risk Score,% of customers,New total claim amount","Primary Data Sheet 17jul.csv,Primary Data Sheet 17jul.csv,'Insurance analytics file$'","The sheet named ""Puntuación de riesgo vs Reclamar cantidad (2)"" in the ""Workbook for Spanish Insurance v3"" dashboard of the ""Dashboard Great Car Company"" provides a comparison between the new risk score and the total claim amount for customers. The data is sourced from the ""Primary Data Sheet 17jul"" datasource, which is connected to the ""insurance analytics file.xlsx"" database and the ""Primary Data Sheet 17jul.csv"" file using the ""excel-direct"" and ""textscan"" connections. The table has three columns named ""New Risk Score"", ""% of customers"", and ""New total claim amount"", and the data is sourced from the ""Insurance analytics file$"" table in the ""Primary Data Sheet 17jul.csv"" file."
82,890Portal,Default,Workbook for Spanish Insurance v3,Dashboard Great Car Company,Distancia,Sheet6 (sheet_6),sheet_6.xlsx,excel-direct,2,"Meses,Distancia","Sheet6,Sheet6","The sheet named ""Distancia"" in the ""Workbook for Spanish Insurance v3"" dashboard of the ""Default"" project in the ""890Portal"" site contains data related to distance and months. The data is sourced from an Excel file named ""sheet_6.xlsx"" through a direct connection using the ""excel-direct"" database connection. The sheet has 2 columns named ""Meses"" and ""Distancia"" and the table name is ""Sheet6"". Without further information, it is difficult to provide a detailed summary of the data."
83,890Portal,Default,Workbook for Spanish Insurance v3,Dashboard Great Car Company,Distribución de accidentes por región,Sheet4 (2),insurance analytics file.xlsx,excel-direct,2,"State,Median RFM","'Insurance analytics file$','Insurance analytics file$'","The sheet ""Distribución de accidentes por región"" in the ""Workbook for Spanish Insurance v3"" dashboard of the ""Default"" project in the ""890Portal"" site provides data on the distribution of accidents by region. The data is sourced from the ""Sheet4 (2)"" datasource, which is connected to the ""insurance analytics file.xlsx"" database through the ""excel-direct"" connection. The sheet contains 2 columns, namely ""State"" and ""Median RFM"", and the table name is ""'Insurance analytics file$','Insurance analytics file$'""."
84,890Portal,Default,WFH Analytics,Overview,Sheet 19 (3),Sheet3 (Random Data),Random Data.xlsx,excel-direct,1,Satisfaction Score - VPN,Sheet3,"The sheet named ""Sheet 19 (3)"" in the ""WFH Analytics"" workbook provides an overview of the ""Satisfaction Score - VPN"" column from the ""Sheet3"" datasource, which is sourced from the ""Random Data.xlsx"" database using the ""excel-direct"" connection. The sheet contains a single column with data related to satisfaction scores for VPN usage. The dashboard named ""Overview"" in the ""Default"" project on the ""890Portal"" site likely utilizes this sheet to provide insights and analysis on VPN satisfaction scores."
85,890Portal,Default,WFH Analytics,Overview,Labels,Sheet1 (Radar Data),Radar Data.xlsx,excel-direct,2,"Metrics,Location","Sheet1,Sheet1","The sheet with the data is named ""Sheet1"" and it is the datasource for the dashboard ""Overview"" in the ""WFH Analytics"" workbook. The data is stored in an Excel file named ""Radar Data.xlsx"" and is accessed through a direct connection named ""excel-direct"". The sheet contains two columns named ""Metrics"" and ""Location"" and is used to create labels for the dashboard. It is not clear from the metadata what type of data is stored in the ""Metrics"" and ""Location"" columns or how it is used in the dashboard."
86,890Portal,Default,WFH Analytics,Overview,Assets Used for WFH,"Sheet3 (Asset Movement_WFH_Bangalore),Sheet3 (Random Data)","Asset Movement_WFH_Bangalore.xlsx,Random Data.xlsx","excel-direct,excel-direct",3,"VPN Location,Asset Used,VPN Location","Sheet3,Sheet3,Sheet3","The sheet ""Assets Used for WFH"" in the ""WFH Analytics"" workbook provides an overview of the assets used for work from home (WFH) in Bangalore. The data is sourced from two sheets - ""Asset Movement_WFH_Bangalore"" and ""Random Data"" - which are stored in two Excel files named ""Asset Movement_WFH_Bangalore.xlsx"" and ""Random Data.xlsx"". The sheet contains three columns - ""VPN Location"", ""Asset Used"", and ""VPN Location"" - and the table name for all three columns is ""Sheet3"". The dashboard is part of the ""Default"" project in the ""890Portal"" site."
87,890Portal,Default,WFH Analytics,Overview,Asset Fulfillment Status,Sheet1 (Asset Requests),Asset Requests.xlsx,excel-direct,2,"Asset Fulfillment,Number","Sheet1,Sheet1","The sheet ""Asset Fulfillment Status"" in the ""WFH Analytics"" workbook provides information on the status of asset requests. The data is sourced from a datasource named ""Sheet1 (Asset Requests)"" which is connected to an Excel database named ""Asset Requests.xlsx"" through a direct Excel connection. The sheet contains two columns named ""Asset Fulfillment"" and ""Number"" and the table name is ""Sheet1,Sheet1"". The sheet provides an overview of the fulfillment status of assets requested."
88,890Portal,Default,WFH Analytics,Overview,Back 3,Sheet1 (Radar Data),Radar Data.xlsx,excel-direct,1,Metrics,Sheet1,"The sheet named ""Back 3"" in the ""WFH Analytics"" workbook provides an overview of metrics related to radar data. The data is sourced from a single column named ""Metrics"" in the ""Sheet1"" table of the ""Radar Data.xlsx"" database. The dashboard is located in the ""Default"" project of the ""890Portal"" site and the data is accessed through a direct connection to the Excel file. However, without additional information about the specific metrics and their values, it is difficult to provide a more detailed summary of the data."
89,890Portal,Default,WFH Analytics,Overview,Sheet 19,Sheet3 (Random Data),Random Data.xlsx,excel-direct,1,Satisfaction Score - VPN,Sheet3,"The sheet named ""Sheet 19"" in the ""WFH Analytics"" workbook provides an overview of the ""Satisfaction Score - VPN"" column from the ""Sheet3"" datasource. The datasource is connected to an Excel database named ""Random Data.xlsx"" through a direct connection. The sheet contains one column with the name ""Satisfaction Score - VPN"" and the data is sourced from the ""Sheet3"" table within the database. No further information is provided about the data in the column or the purpose of the dashboard."
90,890Portal,Default,WFH Analytics,Overview,Back 4,Sheet1 (Radar Data),Radar Data.xlsx,excel-direct,1,Metrics,Sheet1,"The sheet named ""Back 4"" in the ""WFH Analytics"" workbook provides an overview of metrics related to radar data. The data is sourced from a single column named ""Metrics"" in the ""Sheet1"" table of the ""Radar Data.xlsx"" database. The dashboard is part of the ""Default"" project in the ""890Portal"" site. The data is accessed through a direct connection to the Excel file using the ""excel-direct"" database connection. The sheet contains one column and the column name is ""Metrics""."
91,890Portal,Default,WFH Analytics,Overview,Total number of WFH Users,Sheet3 (Asset Movement_WFH_Bangalore),,,0,,,"The sheet named ""Total number of WFH Users"" in the ""WFH Analytics"" workbook provides data on the total number of employees who are working from home in Bangalore. The data is sourced from a datasource named ""Sheet3 (Asset Movement_WFH_Bangalore)"" and there is no information available on the database or table name. The sheet does not have any columns or column names specified in the metadata provided."
92,890Portal,Default,WFH Analytics,Overview,Radar,Sheet1 (Radar Data),Radar Data.xlsx,excel-direct,4,"Metrics,Capacity,Current,Location","Sheet1,Sheet1,Sheet1,Sheet1","The sheet named ""Radar"" in the workbook ""WFH Analytics"" provides an overview of metrics related to capacity and current status of locations. The data is sourced from an Excel file named ""Radar Data.xlsx"" and the connection to the database is established through the ""excel-direct"" connection. The sheet contains 4 columns - Metrics, Capacity, Current, and Location - with a total of 4 tables named ""Sheet1""."
93,890Portal,Default,WFH Analytics,Overview,Back 2,Sheet1 (Radar Data),Radar Data.xlsx,excel-direct,1,Metrics,Sheet1,"The sheet named ""Back 2"" in the ""WFH Analytics"" workbook provides an overview of metrics related to radar data from the ""Sheet1"" datasource. The sheet contains one column named ""Metrics"" and the table name is also ""Sheet1"". The data is sourced from the ""Radar Data.xlsx"" database through an ""excel-direct"" connection. Further details about the specific metrics and their values are not provided in the metadata."
94,890Portal,Default,WFH Analytics,Overview,Sheet 19 (4),Sheet3 (Random Data),Random Data.xlsx,excel-direct,1,Satisfaction Score - VPN,Sheet3,"The sheet named ""Sheet 19 (4)"" in the ""WFH Analytics"" workbook provides an overview of the ""Satisfaction Score - VPN"" column from the ""Sheet3 (Random Data)"" datasource. The data is sourced from an Excel file named ""Random Data.xlsx"" and is connected to Tableau using the ""excel-direct"" database connection. The sheet contains a single column with satisfaction scores related to VPN usage. The purpose of this sheet is to provide an overview of the satisfaction levels of VPN users."
95,890Portal,Default,WFH Analytics,Overview,Back 1,Sheet1 (Radar Data),Radar Data.xlsx,excel-direct,1,Metrics,Sheet1,"The sheet named ""Back 1"" in the ""WFH Analytics"" workbook provides an overview of metrics related to radar data. The data is sourced from a single column named ""Metrics"" in the ""Sheet1"" table of the ""Radar Data.xlsx"" database. The dashboard is part of the ""Default"" project on the ""890Portal"" site."
96,890Portal,Default,WFH Analytics,Overview,VPN Capacity Usage,Sheet3 (Asset Movement_WFH_Bangalore),,,0,,,"The sheet named ""VPN Capacity Usage"" is part of the ""WFH Analytics"" workbook in the ""Default"" project on the ""890Portal"" site. The data source for this sheet is ""Sheet3 (Asset Movement_WFH_Bangalore)"" and the database and table names are not specified. There are no column names or counts provided. Without more information, it is impossible to provide a summary of the data on this sheet."
97,890Portal,Default,WFH Analytics,Overview,VPN Network Quality and Coverage,Sheet3 (Random Data),Random Data.xlsx,excel-direct,3,"VPN Location,Service Quality,WFH City","Sheet3,Sheet3,Sheet3","The sheet named ""VPN Network Quality and Coverage"" in the ""WFH Analytics"" workbook provides data on the service quality and coverage of VPN networks across different WFH cities and VPN locations. The data is sourced from the ""Sheet3"" datasource, which is connected to the ""Random Data.xlsx"" database using an ""excel-direct"" connection. The sheet has 3 columns, namely ""VPN Location"", ""Service Quality"", and ""WFH City"", and the table name for all columns is ""Sheet3""."
98,890Portal,Default,WFH Analytics,Overview,Sheet 19 (2),Sheet3 (Random Data),Random Data.xlsx,excel-direct,1,Satisfaction Score - VPN,Sheet3,"The sheet named ""Sheet 19 (2)"" in the ""WFH Analytics"" workbook provides an overview of the ""Satisfaction Score - VPN"" column from the ""Sheet3"" datasource, which is sourced from the ""Random Data.xlsx"" database. The sheet contains one column with data related to VPN satisfaction scores, and it is displayed in a dashboard named ""Overview"" in the ""Default"" project on the ""890Portal"" site. Further details about the data, such as its range, distribution, and any trends, cannot be determined from the given metadata."
99,890Portal,Default,WFH Analytics,Detailed Insights,MS teams Usage (4),"Sheet1 (Teams),Sheet1 (VPN)","Teams - Copy.xlsx,VPN - Copy.XLSX","excel-direct,excel-direct",7,"Teams Alert Zone,Date,Location,Location,Teams Server Load,Time,Date","Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1","The sheet named ""MS teams Usage (4)"" in the ""WFH Analytics"" workbook provides detailed insights on the usage of Microsoft Teams. The data is sourced from two sheets, ""Sheet1 (Teams)"" and ""Sheet1 (VPN)"", which are stored in two Excel files named ""Teams - Copy.xlsx"" and ""VPN - Copy.XLSX"" respectively. The sheet contains 7 columns with the following names: Teams Alert Zone, Date, Location, Location, Teams Server Load, Time, and Date. The table name for all the columns is ""Sheet1"". The sheet provides insights on the usage of Microsoft Teams in different locations and at different times, along with the server load and alert zones."
100,890Portal,Default,WFH Analytics,Detailed Insights,VPN Usage (3),Sheet1 (VPN),VPN - Copy.XLSX,excel-direct,5,"Date,Time,Location,VPN Employee,VPN Warning Zone","Sheet1,Sheet1,Sheet1,Sheet1,Sheet1","The sheet ""VPN Usage (3)"" in the workbook ""WFH Analytics"" provides detailed insights into the usage of VPN by employees. The data includes information on the date, time, location, VPN employee, and VPN warning zone. The data is sourced from the Sheet1 in the VPN - Copy.XLSX database through the excel-direct connection. The sheet has a total of 5 columns and the table name for each column is Sheet1."
101,890Portal,Default,WFH Analytics,Detailed Insights,Skype for Business Usage (4),"Sheet1 (Skype),Sheet1 (VPN)","Skype - Copy.xlsx,VPN - Copy.XLSX","excel-direct,excel-direct",7,"Date,Skype Server Load,Date,Location,Location,Skype Alert Zone,Time","Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1","The sheet named ""Skype for Business Usage (4)"" in the ""WFH Analytics"" workbook provides detailed insights on the usage of Skype for Business. The data is sourced from two sheets in two different Excel files named ""Skype - Copy.xlsx"" and ""VPN - Copy.XLSX"". The sheet contains 7 columns with the following names: Date, Skype Server Load, Location, Skype Alert Zone, and Time. The column names ""Date"" and ""Location"" appear twice, indicating that there may be duplicate data or that the data is being compared across different time periods or locations. The table name for all columns is ""Sheet1""."
102,890Portal,Default,WFH Analytics,Detailed Insights,MS teams Usage (3),"Sheet1 (Teams),Sheet1 (VPN)","Teams - Copy.xlsx,VPN - Copy.XLSX","excel-direct,excel-direct",7,"Teams Employee,Date,Location,Teams Warning Zone,Location,Time,Date","Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1","The sheet named ""MS teams Usage (3)"" in the ""WFH Analytics"" workbook provides detailed insights on the usage of Microsoft Teams by employees working from home. The data is sourced from two sheets named ""Sheet1 (Teams)"" and ""Sheet1 (VPN)"" in two separate Excel files named ""Teams - Copy.xlsx"" and ""VPN - Copy.XLSX"" respectively. The sheet contains 7 columns with the following names: Teams Employee, Date, Location, Teams Warning Zone, Location, Time, and Date. The table name for all columns is ""Sheet1"". It appears that there may be a duplicate column name for ""Date"" and ""Location""."
103,890Portal,Default,WFH Analytics,Detailed Insights,Skype for Business Usage (3),"Sheet1 (Skype),Sheet1 (VPN)","Skype - Copy.xlsx,VPN - Copy.XLSX","excel-direct,excel-direct",7,"Date,Date,Location,Location,Skype Warning Zone,Time,Skype Employee","Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1","The sheet named ""Skype for Business Usage (3)"" contains data related to the usage of Skype for Business and VPN. The data is sourced from two different sheets - ""Sheet1 (Skype)"" and ""Sheet1 (VPN)"" - which are stored in two different Excel files - ""Skype - Copy.xlsx"" and ""VPN - Copy.XLSX"". The sheet contains seven columns - Date, Location, Skype Warning Zone, Time, and Skype Employee - with some columns repeated twice. The data provides insights into the usage of Skype for Business and VPN across different locations and employees."
104,890Portal,Default,WFH Analytics,Detailed Insights,VPN Usage (4),Sheet1 (VPN),VPN - Copy.XLSX,excel-direct,5,"Date,Time,Location,VPN Alert Zone,VPN Server Load","Sheet1,Sheet1,Sheet1,Sheet1,Sheet1","The sheet named ""VPN Usage (4)"" in the ""WFH Analytics"" workbook provides detailed insights into VPN usage. The data is sourced from an Excel file named ""VPN - Copy.XLSX"" and the connection to the database is established through the ""excel-direct"" connection. The sheet contains 5 columns - Date, Time, Location, VPN Alert Zone, and VPN Server Load. The table name for all columns is ""Sheet1"". The sheet provides information on VPN usage, including the date and time of usage, the location of the user, the VPN alert zone, and the server load."
105,890Portal,Default,WFH Analytics,Detailed Insights,SLA Status (2),"Sheet1 (VPN),Sheet1 (SLA)","VPN - Copy.XLSX,SLA.XLSX","excel-direct,excel-direct",8,"Time,Closed,Date,Date,Location,Location,SLA Met?,Still Open","Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1","The sheet ""SLA Status (2)"" in the ""WFH Analytics"" workbook provides detailed insights on the status of Service Level Agreements (SLAs) for various locations. The data is sourced from two sheets in two different Excel files - ""Sheet1 (VPN)"" and ""Sheet1 (SLA)"" - and the data is connected to Tableau using direct Excel connections. The sheet contains 8 columns, including time, closed status, date, location, and SLA status. The data in the sheet is organized by location and provides information on whether SLAs were met and if the issue is still open."
106,890Portal,Default,WFH Analytics Draft,Overview,Total number of WFH Users,Sheet3 (Asset Movement_WFH_Bangalore),,,0,,,"The sheet named ""Total number of WFH Users"" is a part of the ""WFH Analytics Draft"" workbook in the ""Default"" project of the ""890Portal"" site. The data for this sheet is sourced from the ""Asset Movement_WFH_Bangalore"" sheet. However, there is no information available about the database, table, column count, column names, or table names. Therefore, it is not possible to provide a summary of the sheet with the data."
107,890Portal,Default,WFH Analytics Draft,Overview,Sheet 19 (2),Sheet3 (Random Data),Random Data.xlsx,excel-direct,1,Satisfaction Score - VPN,Sheet3,"The sheet named ""Sheet 19 (2)"" in the ""WFH Analytics Draft"" workbook provides data on the satisfaction score for VPN usage. The data is sourced from the ""Sheet3"" datasource, which is connected to the ""Random Data.xlsx"" database using the ""excel-direct"" connection. The sheet has only one column named ""Satisfaction Score - VPN"" and the data is organized in a table named ""Sheet3"". The purpose of this sheet is to provide an overview of the satisfaction level of employees using VPN for remote work."
108,890Portal,Default,WFH Analytics Draft,Overview,Back 3,Sheet1 (Radar Data),Radar Data.xlsx,excel-direct,1,Metrics,Sheet1,"The sheet named ""Back 3"" in the ""WFH Analytics Draft"" workbook provides an overview of metrics related to radar data. The data is sourced from a single column named ""Metrics"" in a datasource named ""Sheet1 (Radar Data)"" which is connected to an Excel database named ""Radar Data.xlsx"" through a direct connection named ""excel-direct"". The sheet contains one table named ""Sheet1"" with a column count of 1 and the column name is ""Metrics"". Further details about the specific metrics and their values are not provided in the metadata."
109,890Portal,Default,WFH Analytics Draft,Overview,Sheet 19 (3),Sheet3 (Random Data),Random Data.xlsx,excel-direct,1,Satisfaction Score - VPN,Sheet3,"The sheet named ""Sheet 19 (3)"" in the ""WFH Analytics Draft"" workbook provides data on the satisfaction score of VPN usage. The data is sourced from the ""Sheet3"" datasource, which is connected to an Excel database named ""Random Data.xlsx"" via the ""excel-direct"" connection. The sheet contains one column named ""Satisfaction Score - VPN"" and belongs to the ""Sheet3"" table."
110,890Portal,Default,WFH Analytics Draft,Overview,VPN Network Quality and Coverage,Sheet3 (Random Data),Random Data.xlsx,excel-direct,3,"WFH City,VPN Location,Service Quality","Sheet3,Sheet3,Sheet3","The sheet named ""VPN Network Quality and Coverage"" in the ""WFH Analytics Draft"" workbook provides data related to WFH (work from home) cities, VPN (virtual private network) locations, and service quality. The data is sourced from a file named ""Random Data.xlsx"" and the connection to the database is established through ""excel-direct"". The sheet contains three columns with the names ""WFH City"", ""VPN Location"", and ""Service Quality"". The table name for all three columns is ""Sheet3""."
111,890Portal,Default,WFH Analytics Draft,Overview,Back 2,Sheet1 (Radar Data),Radar Data.xlsx,excel-direct,1,Metrics,Sheet1,"The sheet named ""Back 2"" in the workbook ""WFH Analytics Draft"" provides an overview of metrics related to radar data. The data is sourced from a single column named ""Metrics"" in the Sheet1 datasource, which is stored in an Excel file named ""Radar Data.xlsx"". The sheet contains information about the number of columns, column name, and table name. However, without further information about the specific metrics being tracked, it is difficult to provide a more detailed summary of the data."
112,890Portal,Default,WFH Analytics Draft,Overview,Assets Used for WFH,"Sheet3 (Random Data),Sheet3 (Asset Movement_WFH_Bangalore)","Random Data.xlsx,Asset Movement_WFH_Bangalore.xlsx","excel-direct,excel-direct",3,"VPN Location,Asset Used,VPN Location","Sheet3,Sheet3,Sheet3","The sheet ""Assets Used for WFH"" in the Tableau dashboard ""Overview"" provides information about the assets used by employees who work from home. The data is sourced from two Excel files - ""Random Data.xlsx"" and ""Asset Movement_WFH_Bangalore.xlsx"". The sheet contains three columns - ""VPN Location"", ""Asset Used"", and ""VPN Location"" (which appears to be a duplicate column name). The table name for all three columns is ""Sheet3"". Further details about the data and its analysis cannot be inferred from the given metadata."
113,890Portal,Default,WFH Analytics Draft,Overview,Sheet 19 (4),Sheet3 (Random Data),Random Data.xlsx,excel-direct,1,Satisfaction Score - VPN,Sheet3,"The sheet named ""Sheet 19 (4)"" in the workbook ""WFH Analytics Draft"" provides data on the satisfaction score of VPN usage. The data is sourced from a datasource named ""Sheet3 (Random Data)"" which is connected to an Excel database named ""Random Data.xlsx"" through a direct connection named ""excel-direct"". The sheet contains one column named ""Satisfaction Score - VPN"" and belongs to a table named ""Sheet3""."
114,890Portal,Default,WFH Analytics Draft,Overview,Asset Fulfillment Status,Sheet1 (Asset Requests),Asset Requests.xlsx,excel-direct,2,"Number,Asset Fulfillment","Sheet1,Sheet1","The sheet ""Asset Fulfillment Status"" displays data related to asset requests, with two columns: ""Number"" and ""Asset Fulfillment"". The data is sourced from a datasource named ""Sheet1 (Asset Requests)"" which is connected to an Excel database named ""Asset Requests.xlsx"" through a direct Excel connection. The sheet is part of a dashboard named ""Overview"" within a workbook named ""WFH Analytics Draft"" in the ""Default"" project of the ""890Portal"" site."
115,890Portal,Default,WFH Analytics Draft,Overview,Back 4,Sheet1 (Radar Data),Radar Data.xlsx,excel-direct,1,Metrics,Sheet1,"The sheet named ""Back 4"" in the ""WFH Analytics Draft"" workbook provides an overview of metrics related to radar data. The data is sourced from a single column named ""Metrics"" in the ""Sheet1"" table of the ""Radar Data.xlsx"" database. The dashboard named ""Overview"" in the ""Default"" project of the ""890Portal"" site utilizes this data to provide insights and analysis. However, without further information on the specific metrics and their values, it is difficult to provide a more detailed summary of the data."
116,890Portal,Default,WFH Analytics Draft,Overview,Back 1,Sheet1 (Radar Data),Radar Data.xlsx,excel-direct,1,Metrics,Sheet1,"The sheet named ""Back 1"" in the ""WFH Analytics Draft"" workbook provides an overview of metrics related to radar data. The data is sourced from a single column named ""Metrics"" in the ""Sheet1"" table of the ""Radar Data.xlsx"" database. The dashboard is part of the ""Default"" project in the ""890Portal"" site. No information is given regarding the specific metrics or their values."
117,890Portal,Default,WFH Analytics Draft,Overview,Labels,Sheet1 (Radar Data),Radar Data.xlsx,excel-direct,2,"Metrics,Location","Sheet1,Sheet1","The sheet with the data is called ""Sheet1"" and it is a datasource for the dashboard ""Overview"" in the ""WFH Analytics Draft"" workbook. The data is stored in an Excel file called ""Radar Data.xlsx"" and is accessed through a direct connection called ""excel-direct"". The sheet has two columns named ""Metrics"" and ""Location"" and contains information related to radar data. Without further information about the specific data in the sheet, it is difficult to provide a more detailed summary."
118,890Portal,Default,WFH Analytics Draft,Overview,Sheet 19,Sheet3 (Random Data),Random Data.xlsx,excel-direct,1,Satisfaction Score - VPN,Sheet3,"The sheet named ""Sheet 19"" in the ""WFH Analytics Draft"" workbook provides an overview of the satisfaction score for VPN usage. The data is sourced from the ""Sheet3"" datasource, which is connected to the ""Random Data.xlsx"" database using the ""excel-direct"" connection. The sheet contains one column named ""Satisfaction Score - VPN"" and is part of the ""Sheet3"" table."
119,890Portal,Default,WFH Analytics Draft,Overview,VPN Capacity Usage,Sheet3 (Asset Movement_WFH_Bangalore),,,0,,,"The sheet named ""VPN Capacity Usage"" in the ""WFH Analytics Draft"" workbook provides data on the usage of VPN capacity in the Bangalore office for remote work. The data is sourced from a datasource named ""Sheet3 (Asset Movement_WFH_Bangalore)"" and there is no information available on the database or table name. There are no column names or counts provided in the metadata."
120,890Portal,Default,WFH Analytics Draft,Overview,Radar,Sheet1 (Radar Data),Radar Data.xlsx,excel-direct,4,"Metrics,Location,Current,Capacity","Sheet1,Sheet1,Sheet1,Sheet1","The sheet named ""Radar"" in the workbook ""WFH Analytics Draft"" provides data on metrics, location, current capacity, and capacity for a certain project. The data is sourced from an Excel file named ""Radar Data.xlsx"" and the connection is made directly to the file. The sheet has 4 columns and the table name is ""Sheet1"". The purpose of the dashboard ""Overview"" is to provide an overview of the data in the sheet and present it in a visually appealing manner."
121,890Portal,Default,WFH Analytics Draft,Detailed Insights,Skype for Business Usage (3),"Sheet1 (Skype),Sheet1 (VPN)","VPN - Copy.XLSX,Skype - Copy.xlsx","excel-direct,excel-direct",7,"Date,Skype Warning Zone,Skype Employee,Time,Date,Location,Location","Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1","The sheet ""Skype for Business Usage (3)"" in the ""WFH Analytics Draft"" workbook provides detailed insights on the usage of Skype for Business and VPN by employees. The data is sourced from two sheets, ""Sheet1 (Skype)"" and ""Sheet1 (VPN)"", which are stored in two separate Excel files, ""Skype - Copy.xlsx"" and ""VPN - Copy.XLSX"". The sheet contains 7 columns, including Date, Skype Warning Zone, Skype Employee, Time, Location, and Location. The table name for all columns is ""Sheet1"". The sheet provides information on the usage of Skype for Business and VPN by employees, including the date, time, location, and employee details."
122,890Portal,Default,WFH Analytics Draft,Detailed Insights,MS teams Usage (4),"Sheet1 (Teams),Sheet1 (VPN)","VPN - Copy.XLSX,Teams - Copy.xlsx","excel-direct,excel-direct",7,"Date,Location,Teams Alert Zone,Date,Teams Server Load,Time,Location","Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1","The sheet named ""MS teams Usage (4)"" contains data related to the usage of Microsoft Teams, including information on the date, location, Teams Alert Zone, Teams Server Load, and time. The data is sourced from two different Excel files, ""VPN - Copy.XLSX"" and ""Teams - Copy.xlsx"", and is connected to Tableau using the excel-direct connection. The sheet contains a total of 7 columns with duplicate column names and table names, indicating that the data may need to be cleaned or transformed before being used in a dashboard."
123,890Portal,Default,WFH Analytics Draft,Detailed Insights,SLA Status (2),"Sheet1 (SLA),Sheet1 (VPN)","VPN - Copy.XLSX,SLA.XLSX","excel-direct,excel-direct",8,"Date,Closed,SLA Met?,Still Open,Time,Date,Location,Location","Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1","The sheet named ""SLA Status (2)"" in the ""WFH Analytics Draft"" workbook provides detailed insights on the service level agreement (SLA) status for a particular location. The data is sourced from two sheets, ""Sheet1 (SLA)"" and ""Sheet1 (VPN)"", which are stored in the ""SLA.XLSX"" and ""VPN - Copy.XLSX"" databases respectively. The sheet contains 8 columns, including date, closed tickets, SLA met status, still open tickets, time, and location. The location column is duplicated, indicating that there may be multiple locations being analyzed. Overall, the sheet provides information on the SLA performance for a specific location, including the number of closed and open tickets, SLA compliance, and time metrics."
124,890Portal,Default,WFH Analytics Draft,Detailed Insights,VPN Usage (4),Sheet1 (VPN),VPN - Copy.XLSX,excel-direct,5,"Date,VPN Alert Zone,Time,VPN Server Load,Location","Sheet1,Sheet1,Sheet1,Sheet1,Sheet1","The sheet named ""VPN Usage (4)"" in the ""WFH Analytics Draft"" workbook provides data on VPN usage. The data includes the date, VPN alert zone, time, VPN server load, and location. The sheet is connected to a datasource named ""Sheet1 (VPN)"" which is an Excel file named ""VPN - Copy.XLSX"". The sheet has a total of 5 columns and the table name for each column is ""Sheet1""."
125,890Portal,Default,WFH Analytics Draft,Detailed Insights,Skype for Business Usage (4),"Sheet1 (Skype),Sheet1 (VPN)","VPN - Copy.XLSX,Skype - Copy.xlsx","excel-direct,excel-direct",7,"Skype Alert Zone,Skype Server Load,Date,Time,Date,Location,Location","Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1,Sheet1","The sheet named ""Skype for Business Usage (4)"" contains data related to the usage of Skype for Business. The data includes columns such as Skype Alert Zone, Skype Server Load, Date, Time, and Location. The sheet is connected to two data sources, Sheet1 (Skype) and Sheet1 (VPN), which are stored in two separate Excel files named VPN - Copy.XLSX and Skype - Copy.xlsx. The sheet is part of the ""WFH Analytics Draft"" workbook and is displayed on the ""Detailed Insights"" dashboard in the ""890Portal"" site."
