,Site_name,Project_name,Workbook_name,Dashboard_name,Datasource_name,Database_name,Database_connection,Column_name,Table_name
820,890Portal,Default,Covid 19 External V6,Covid Impact on Employee Predictor,Clipboard_20200414T111559,Clipboard_20200414T111559.xls,excel-direct,Account Name,Sheet1
812,890Portal,Default,Covid 19 External V6,Covid Impact on Employee Predictor,Clipboard_20200414T111559,Clipboard_20200414T111559.xls,excel-direct,CF/Rev,Sheet1
819,890Portal,Default,Covid 19 External V6,Covid Impact on Employee Predictor,Clipboard_20200414T111559,Clipboard_20200414T111559.xls,excel-direct,Country Risk,Sheet1
818,890Portal,Default,Covid 19 External V6,Covid Impact on Employee Predictor,Clipboard_20200414T111559,Clipboard_20200414T111559.xls,excel-direct,Rev volatility,Sheet1
858,890Portal,COVID-19,Covid 19 Internal V6,Covid FTE Projector,Clipboard_20200414T111559,Clipboard_20200414T111559.xls,excel-direct,Leverage,Sheet1
857,890Portal,COVID-19,Covid 19 Internal V6,Covid FTE Projector,Clipboard_20200414T111559,Clipboard_20200414T111559.xls,excel-direct,Industry risk,Sheet1
856,890Portal,COVID-19,Covid 19 Internal V6,Covid FTE Projector,Clipboard_20200414T111559,Clipboard_20200414T111559.xls,excel-direct,Stock Volatility,Sheet1
855,890Portal,COVID-19,Covid 19 Internal V6,Covid FTE Projector,Clipboard_20200414T111559,Clipboard_20200414T111559.xls,excel-direct,Alpha,Sheet1
854,890Portal,COVID-19,Covid 19 Internal V6,Covid FTE Projector,Clipboard_20200414T111559,Clipboard_20200414T111559.xls,excel-direct,S&P Outlook,Sheet1
853,890Portal,COVID-19,Covid 19 Internal V6,Covid FTE Projector,Clipboard_20200414T111559,Clipboard_20200414T111559.xls,excel-direct,Account Name,Sheet1
905,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline (3),Clipboard_20200422T141534,Clipboard_20200422T141534.xls,excel-direct,Q2-2020,Sheet1
652,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline,Clipboard_20200422T141534,Clipboard_20200422T141534.xls,excel-direct,Q2-2020,Sheet1
651,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline,Clipboard_20200422T141534,Clipboard_20200422T141534.xls,excel-direct,Ultimate Parent Account,Sheet1
874,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline (2),Clipboard_20200422T141534,Clipboard_20200422T141534.xls,excel-direct,Total,Sheet1
873,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline (2),Clipboard_20200422T141534,Clipboard_20200422T141534.xls,excel-direct,Q2-2020,Sheet1
872,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline (2),Clipboard_20200422T141534,Clipboard_20200422T141534.xls,excel-direct,Ultimate Parent Account,Sheet1
875,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline (2),Clipboard_20200422T141534,Clipboard_20200422T141534.xls,excel-direct,Opportunity Name,Sheet1
654,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline,Clipboard_20200422T141534,Clipboard_20200422T141534.xls,excel-direct,Opportunity Name,Sheet1
904,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline (3),Clipboard_20200422T141534,Clipboard_20200422T141534.xls,excel-direct,Ultimate Parent Account,Sheet1
653,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline,Clipboard_20200422T141534,Clipboard_20200422T141534.xls,excel-direct,Total,Sheet1
906,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline (3),Clipboard_20200422T141534,Clipboard_20200422T141534.xls,excel-direct,Total,Sheet1
907,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline (3),Clipboard_20200422T141534,Clipboard_20200422T141534.xls,excel-direct,Opportunity Name,Sheet1
881,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline (2),Clipboard_20200422T141802,Clipboard_20200422T141802.xls,excel-direct,Q1-2020,Sheet1
880,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline (2),Clipboard_20200422T141802,Clipboard_20200422T141802.xls,excel-direct,Offer,Sheet1
879,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline (2),Clipboard_20200422T141802,Clipboard_20200422T141802.xls,excel-direct,Total,Sheet1
876,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline (2),Clipboard_20200422T141802,Clipboard_20200422T141802.xls,excel-direct,Q4-2020,Sheet1
910,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline (3),Clipboard_20200422T141802,Clipboard_20200422T141802.xls,excel-direct,Q2-2020,Sheet1
878,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline (2),Clipboard_20200422T141802,Clipboard_20200422T141802.xls,excel-direct,Q2-2020,Sheet1
660,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline,Clipboard_20200422T141802,Clipboard_20200422T141802.xls,excel-direct,Q1-2020,Sheet1
908,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline (3),Clipboard_20200422T141802,Clipboard_20200422T141802.xls,excel-direct,Q4-2020,Sheet1
913,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline (3),Clipboard_20200422T141802,Clipboard_20200422T141802.xls,excel-direct,Q1-2020,Sheet1
912,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline (3),Clipboard_20200422T141802,Clipboard_20200422T141802.xls,excel-direct,Offer,Sheet1
909,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline (3),Clipboard_20200422T141802,Clipboard_20200422T141802.xls,excel-direct,Q3-2020,Sheet1
911,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline (3),Clipboard_20200422T141802,Clipboard_20200422T141802.xls,excel-direct,Total,Sheet1
877,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline (2),Clipboard_20200422T141802,Clipboard_20200422T141802.xls,excel-direct,Q3-2020,Sheet1
659,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline,Clipboard_20200422T141802,Clipboard_20200422T141802.xls,excel-direct,Offer,Sheet1
658,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline,Clipboard_20200422T141802,Clipboard_20200422T141802.xls,excel-direct,Total,Sheet1
657,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline,Clipboard_20200422T141802,Clipboard_20200422T141802.xls,excel-direct,Q2-2020,Sheet1
656,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline,Clipboard_20200422T141802,Clipboard_20200422T141802.xls,excel-direct,Q3-2020,Sheet1
655,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline,Clipboard_20200422T141802,Clipboard_20200422T141802.xls,excel-direct,Q4-2020,Sheet1
869,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline (2),Clipboard_20200422T142147,Clipboard_20200422T142147.xls,excel-direct,Q2-2020,Sheet1
902,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline (3),Clipboard_20200422T142147,Clipboard_20200422T142147.xls,excel-direct,Q3-2020,Sheet1
901,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline (3),Clipboard_20200422T142147,Clipboard_20200422T142147.xls,excel-direct,Q2-2020,Sheet1
899,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline (3),Clipboard_20200422T142147,Clipboard_20200422T142147.xls,excel-direct,ID BU,Sheet1
898,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline (3),Clipboard_20200422T142147,Clipboard_20200422T142147.xls,excel-direct,Q1-2020,Sheet1
646,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline,Clipboard_20200422T142147,Clipboard_20200422T142147.xls,excel-direct,ID BU,Sheet1
647,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline,Clipboard_20200422T142147,Clipboard_20200422T142147.xls,excel-direct,Total,Sheet1
871,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline (2),Clipboard_20200422T142147,Clipboard_20200422T142147.xls,excel-direct,Q4-2020,Sheet1
903,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline (3),Clipboard_20200422T142147,Clipboard_20200422T142147.xls,excel-direct,Q4-2020,Sheet1
648,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline,Clipboard_20200422T142147,Clipboard_20200422T142147.xls,excel-direct,Q2-2020,Sheet1
649,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline,Clipboard_20200422T142147,Clipboard_20200422T142147.xls,excel-direct,Q3-2020,Sheet1
650,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline,Clipboard_20200422T142147,Clipboard_20200422T142147.xls,excel-direct,Q4-2020,Sheet1
870,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline (2),Clipboard_20200422T142147,Clipboard_20200422T142147.xls,excel-direct,Q3-2020,Sheet1
645,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline,Clipboard_20200422T142147,Clipboard_20200422T142147.xls,excel-direct,Q1-2020,Sheet1
900,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline (3),Clipboard_20200422T142147,Clipboard_20200422T142147.xls,excel-direct,Total,Sheet1
868,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline (2),Clipboard_20200422T142147,Clipboard_20200422T142147.xls,excel-direct,Total,Sheet1
867,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline (2),Clipboard_20200422T142147,Clipboard_20200422T142147.xls,excel-direct,ID BU,Sheet1
866,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline (2),Clipboard_20200422T142147,Clipboard_20200422T142147.xls,excel-direct,Q1-2020,Sheet1
865,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline (2),Clipboard_20200422T142453,Clipboard_20200422T142453.xls,excel-direct,Account Name,Sheet1
896,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline (3),Clipboard_20200422T142453,Clipboard_20200422T142453.xls,excel-direct,Q3-2020,Sheet1
897,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline (3),Clipboard_20200422T142453,Clipboard_20200422T142453.xls,excel-direct,Account Name,Sheet1
862,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline (2),Clipboard_20200422T142453,Clipboard_20200422T142453.xls,excel-direct,Q2-2020,Sheet1
863,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline (2),Clipboard_20200422T142453,Clipboard_20200422T142453.xls,excel-direct,Q4-2020,Sheet1
864,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline (2),Clipboard_20200422T142453,Clipboard_20200422T142453.xls,excel-direct,Q3-2020,Sheet1
894,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline (3),Clipboard_20200422T142453,Clipboard_20200422T142453.xls,excel-direct,Q2-2020,Sheet1
644,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline,Clipboard_20200422T142453,Clipboard_20200422T142453.xls,excel-direct,Account Name,Sheet1
643,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline,Clipboard_20200422T142453,Clipboard_20200422T142453.xls,excel-direct,Q3-2020,Sheet1
642,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline,Clipboard_20200422T142453,Clipboard_20200422T142453.xls,excel-direct,Q4-2020,Sheet1
641,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline,Clipboard_20200422T142453,Clipboard_20200422T142453.xls,excel-direct,Q2-2020,Sheet1
895,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline (3),Clipboard_20200422T142453,Clipboard_20200422T142453.xls,excel-direct,Q4-2020,Sheet1
920,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline (3),Clipboard_20200422T143021,Clipboard_20200422T143021.xls,excel-direct,Q2-2020,Sheet1
922,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline (3),Clipboard_20200422T143021,Clipboard_20200422T143021.xls,excel-direct,Q4-2020,Sheet1
669,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline,Clipboard_20200422T143021,Clipboard_20200422T143021.xls,excel-direct,Q4-2020,Sheet1
925,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline (3),Clipboard_20200422T143021,Clipboard_20200422T143021.xls,excel-direct,Total,Sheet1
924,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline (3),Clipboard_20200422T143021,Clipboard_20200422T143021.xls,excel-direct,Q3-2020,Sheet1
923,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline (3),Clipboard_20200422T143021,Clipboard_20200422T143021.xls,excel-direct,Bid Type,Sheet1
888,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline (2),Clipboard_20200422T143021,Clipboard_20200422T143021.xls,excel-direct,Q2-2020,Sheet1
890,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline (2),Clipboard_20200422T143021,Clipboard_20200422T143021.xls,excel-direct,Q4-2020,Sheet1
670,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline,Clipboard_20200422T143021,Clipboard_20200422T143021.xls,excel-direct,Bid Type,Sheet1
668,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline,Clipboard_20200422T143021,Clipboard_20200422T143021.xls,excel-direct,Q1-2020,Sheet1
667,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline,Clipboard_20200422T143021,Clipboard_20200422T143021.xls,excel-direct,Q2-2020,Sheet1
671,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline,Clipboard_20200422T143021,Clipboard_20200422T143021.xls,excel-direct,Q3-2020,Sheet1
672,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline,Clipboard_20200422T143021,Clipboard_20200422T143021.xls,excel-direct,Total,Sheet1
889,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline (2),Clipboard_20200422T143021,Clipboard_20200422T143021.xls,excel-direct,Q1-2020,Sheet1
892,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline (2),Clipboard_20200422T143021,Clipboard_20200422T143021.xls,excel-direct,Q3-2020,Sheet1
893,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline (2),Clipboard_20200422T143021,Clipboard_20200422T143021.xls,excel-direct,Total,Sheet1
891,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline (2),Clipboard_20200422T143021,Clipboard_20200422T143021.xls,excel-direct,Bid Type,Sheet1
921,890Portal,COVID-19,Covid 19 Internal V6,Booking Sales and Pipeline (3),Clipboard_20200422T143021,Clipboard_20200422T143021.xls,excel-direct,Q1-2020,Sheet1
537,890Portal,COVID-19,Covid 19 Internal V6,Executive Dashboard,Clipboard_20200427T171331,Clipboard_20200427T171331.xls,excel-direct,Practice,Sheet1
538,890Portal,COVID-19,Covid 19 Internal V6,Executive Dashboard,Clipboard_20200427T171331,Clipboard_20200427T171331.xls,excel-direct,Values,Sheet1
539,890Portal,COVID-19,Covid 19 Internal V6,Executive Dashboard,Clipboard_20200427T171331,Clipboard_20200427T171331.xls,excel-direct,Order Date,Sheet1
821,890Portal,Default,Covid 19 External V6,Covid Impact on Employee Predictor,Country Risk (risk_Tab),risk_Tab.xlsx,excel-direct,Country,Country Risk$
841,890Portal,COVID-19,Covid 19 Internal V6,Covid FTE Projector,Country Risk (risk_Tab),risk_Tab.xlsx,excel-direct,Country,Country Risk$
309,890Portal,HealthCare Fraud Analytics,Healthcare-Fraud-Detection,Fraud Claims Dashboard,Data (Data for Analytics),excel-direct.1t1z6hy05xvbo019bggy01paju1p,excel-direct,PROVIDER_NAME,Data
313,890Portal,HealthCare Fraud Analytics,Healthcare-Fraud-Detection,Fraud Claims Dashboard,Data (Data for Analytics),excel-direct.1t1z6hy05xvbo019bggy01paju1p,excel-direct,Fraud,Data
310,890Portal,HealthCare Fraud Analytics,Healthcare-Fraud-Detection,Fraud Claims Dashboard,Data (Data for Analytics),excel-direct.1t1z6hy05xvbo019bggy01paju1p,excel-direct,Fraud Type,Data
311,890Portal,HealthCare Fraud Analytics,Healthcare-Fraud-Detection,Fraud Claims Dashboard,Data (Data for Analytics),excel-direct.1t1z6hy05xvbo019bggy01paju1p,excel-direct,TOTAL_CHARGES,Data
312,890Portal,HealthCare Fraud Analytics,Healthcare-Fraud-Detection,Fraud Claims Dashboard,Data (Data for Analytics),excel-direct.1t1z6hy05xvbo019bggy01paju1p,excel-direct,DIAGNOSIS_CODE,Data
318,890Portal,HealthCare Fraud Analytics,Healthcare-Fraud-Detection,Fraud Claims Dashboard,Data (Data for Analytics),excel-direct.1t1z6hy05xvbo019bggy01paju1p,excel-direct,SEX_CODE,Data
323,890Portal,HealthCare Fraud Analytics,Healthcare-Fraud-Detection,Fraud Claims Dashboard,Data (Data for Analytics),excel-direct.1t1z6hy05xvbo019bggy01paju1p,excel-direct,PROC_CODE,Data
327,890Portal,HealthCare Fraud Analytics,Healthcare-Fraud-Detection,Fraud Claims Dashboard,Data (Data for Analytics),excel-direct.1t1z6hy05xvbo019bggy01paju1p,excel-direct,ADMISSION_TYPE,Data
2178,890Portal,Default,dummy_new,Chennai Port_Car,Dummy_ChennaiFinal (Dummy_ChennaiFinal),Dummy_ChennaiFinal.xlsx,excel-direct,Cargo Name,Dummy_ChennaiFinal
1981,890Portal,Default,dummy_new,Chennai Port_Demographic,Dummy_ChennaiFinal (Dummy_ChennaiFinal),Dummy_ChennaiFinal.xlsx,excel-direct,M-9,Dummy_ChennaiFinal
1996,890Portal,Default,dummy_new,Chennai Port_Demographic,Dummy_ChennaiFinal (Dummy_ChennaiFinal),Dummy_ChennaiFinal.xlsx,excel-direct,M-3,Dummy_ChennaiFinal
1995,890Portal,Default,dummy_new,Chennai Port_Demographic,Dummy_ChennaiFinal (Dummy_ChennaiFinal),Dummy_ChennaiFinal.xlsx,excel-direct,M-7,Dummy_ChennaiFinal
1994,890Portal,Default,dummy_new,Chennai Port_Demographic,Dummy_ChennaiFinal (Dummy_ChennaiFinal),Dummy_ChennaiFinal.xlsx,excel-direct,M-5,Dummy_ChennaiFinal
2183,890Portal,Default,dummy_new,Chennai Port_Car,Dummy_ChennaiFinal (Dummy_ChennaiFinal),Dummy_ChennaiFinal.xlsx,excel-direct,Car ID,Dummy_ChennaiFinal
2182,890Portal,Default,dummy_new,Chennai Port_Car,Dummy_ChennaiFinal (Dummy_ChennaiFinal),Dummy_ChennaiFinal.xlsx,excel-direct,Batch ID,Dummy_ChennaiFinal
2181,890Portal,Default,dummy_new,Chennai Port_Car,Dummy_ChennaiFinal (Dummy_ChennaiFinal),Dummy_ChennaiFinal.xlsx,excel-direct,Engine ID Name,Dummy_ChennaiFinal
2180,890Portal,Default,dummy_new,Chennai Port_Car,Dummy_ChennaiFinal (Dummy_ChennaiFinal),Dummy_ChennaiFinal.xlsx,excel-direct,City,Dummy_ChennaiFinal
1993,890Portal,Default,dummy_new,Chennai Port_Demographic,Dummy_ChennaiFinal (Dummy_ChennaiFinal),Dummy_ChennaiFinal.xlsx,excel-direct,Interior,Dummy_ChennaiFinal
1987,890Portal,Default,dummy_new,Chennai Port_Demographic,Dummy_ChennaiFinal (Dummy_ChennaiFinal),Dummy_ChennaiFinal.xlsx,excel-direct,M-4,Dummy_ChennaiFinal
1992,890Portal,Default,dummy_new,Chennai Port_Demographic,Dummy_ChennaiFinal (Dummy_ChennaiFinal),Dummy_ChennaiFinal.xlsx,excel-direct,M-6,Dummy_ChennaiFinal
1983,890Portal,Default,dummy_new,Chennai Port_Demographic,Dummy_ChennaiFinal (Dummy_ChennaiFinal),Dummy_ChennaiFinal.xlsx,excel-direct,FTA_1,Dummy_ChennaiFinal
1990,890Portal,Default,dummy_new,Chennai Port_Demographic,Dummy_ChennaiFinal (Dummy_ChennaiFinal),Dummy_ChennaiFinal.xlsx,excel-direct,CC prediction,Dummy_ChennaiFinal
1989,890Portal,Default,dummy_new,Chennai Port_Demographic,Dummy_ChennaiFinal (Dummy_ChennaiFinal),Dummy_ChennaiFinal.xlsx,excel-direct,M-2,Dummy_ChennaiFinal
1984,890Portal,Default,dummy_new,Chennai Port_Demographic,Dummy_ChennaiFinal (Dummy_ChennaiFinal),Dummy_ChennaiFinal.xlsx,excel-direct,M-8,Dummy_ChennaiFinal
1985,890Portal,Default,dummy_new,Chennai Port_Demographic,Dummy_ChennaiFinal (Dummy_ChennaiFinal),Dummy_ChennaiFinal.xlsx,excel-direct,Avg. Temp.,Dummy_ChennaiFinal
2179,890Portal,Default,dummy_new,Chennai Port_Car,Dummy_ChennaiFinal (Dummy_ChennaiFinal),Dummy_ChennaiFinal.xlsx,excel-direct,Type Class Car,Dummy_ChennaiFinal
1988,890Portal,Default,dummy_new,Chennai Port_Demographic,Dummy_ChennaiFinal (Dummy_ChennaiFinal),Dummy_ChennaiFinal.xlsx,excel-direct,Month,Dummy_ChennaiFinal
1991,890Portal,Default,dummy_new,Chennai Port_Demographic,Dummy_ChennaiFinal (Dummy_ChennaiFinal),Dummy_ChennaiFinal.xlsx,excel-direct,day,Dummy_ChennaiFinal
2184,890Portal,Default,dummy_new,Chennai Port_Car,Dummy_ChennaiFinal (Dummy_ChennaiFinal),Dummy_ChennaiFinal.xlsx,excel-direct,Engine ID,Dummy_ChennaiFinal
1986,890Portal,Default,dummy_new,Chennai Port_Demographic,Dummy_ChennaiFinal (Dummy_ChennaiFinal),Dummy_ChennaiFinal.xlsx,excel-direct,Cars Waiting,Dummy_ChennaiFinal
2185,890Portal,Default,dummy_new,Chennai Port_Car,Dummy_ChennaiFinal (Dummy_ChennaiFinal),Dummy_ChennaiFinal.xlsx,excel-direct,CC prediction,Dummy_ChennaiFinal
1979,890Portal,Default,dummy_new,Chennai Port_Demographic,Dummy_ChennaiFinal (Dummy_ChennaiFinal),Dummy_ChennaiFinal.xlsx,excel-direct,M-1,Dummy_ChennaiFinal
2186,890Portal,Default,dummy_new,Chennai Port_Car,Dummy_ChennaiFinal (Dummy_ChennaiFinal),Dummy_ChennaiFinal.xlsx,excel-direct,Interior,Dummy_ChennaiFinal
1980,890Portal,Default,dummy_new,Chennai Port_Demographic,Dummy_ChennaiFinal (Dummy_ChennaiFinal),Dummy_ChennaiFinal.xlsx,excel-direct,Cargo Name,Dummy_ChennaiFinal
1982,890Portal,Default,dummy_new,Chennai Port_Demographic,Dummy_ChennaiFinal (Dummy_ChennaiFinal),Dummy_ChennaiFinal.xlsx,excel-direct,Cars Arriving,Dummy_ChennaiFinal
2187,890Portal,Default,dummy_new,Chennai Port_Car,Dummy_ChennaiFinal (Dummy_ChennaiFinal),Dummy_ChennaiFinal.xlsx,excel-direct,Dealer_Name,Dummy_ChennaiFinal
2188,890Portal,Default,dummy_new,Chennai Port_Car,Dummy_ChennaiFinal (Dummy_ChennaiFinal),Dummy_ChennaiFinal.xlsx,excel-direct,Seat Capacity,Dummy_ChennaiFinal
2251,890Portal,Default,dummy_new,Chennai Port_Car,Dummy_Mumbai (Dummy_MumbaiFinal) (2),Dummy_MumbaiFinal.xlsx,excel-direct,Car ID,Dummy_Mumbai
2060,890Portal,Default,dummy_new,Mumbai Port_Car,Dummy_Mumbai (Dummy_MumbaiFinal) (2),Dummy_MumbaiFinal.xlsx,excel-direct,Batch ID,Dummy_Mumbai
2250,890Portal,Default,dummy_new,Chennai Port_Car,Dummy_Mumbai (Dummy_MumbaiFinal) (2),Dummy_MumbaiFinal.xlsx,excel-direct,Cargo Name,Dummy_Mumbai
1768,890Portal,Default,dummy_new,Mumbai Port_Demographic,Dummy_Mumbai (Dummy_MumbaiFinal) (2),Dummy_MumbaiFinal.xlsx,excel-direct,M-11,Dummy_Mumbai
1767,890Portal,Default,dummy_new,Mumbai Port_Demographic,Dummy_Mumbai (Dummy_MumbaiFinal) (2),Dummy_MumbaiFinal.xlsx,excel-direct,M-2,Dummy_Mumbai
2059,890Portal,Default,dummy_new,Mumbai Port_Car,Dummy_Mumbai (Dummy_MumbaiFinal) (2),Dummy_MumbaiFinal.xlsx,excel-direct,Type Class Car,Dummy_Mumbai
1773,890Portal,Default,dummy_new,Mumbai Port_Demographic,Dummy_Mumbai (Dummy_MumbaiFinal) (2),Dummy_MumbaiFinal.xlsx,excel-direct,M-4,Dummy_Mumbai
1770,890Portal,Default,dummy_new,Mumbai Port_Demographic,Dummy_Mumbai (Dummy_MumbaiFinal) (2),Dummy_MumbaiFinal.xlsx,excel-direct,M-7,Dummy_Mumbai
1771,890Portal,Default,dummy_new,Mumbai Port_Demographic,Dummy_Mumbai (Dummy_MumbaiFinal) (2),Dummy_MumbaiFinal.xlsx,excel-direct,M-8,Dummy_Mumbai
2058,890Portal,Default,dummy_new,Mumbai Port_Car,Dummy_Mumbai (Dummy_MumbaiFinal) (2),Dummy_MumbaiFinal.xlsx,excel-direct,Dealer_Name,Dummy_Mumbai
2044,890Portal,Default,dummy_new,Mumbai Port_Car,Dummy_Mumbai (Dummy_MumbaiFinal) (2),Dummy_MumbaiFinal.xlsx,excel-direct,Car ID,Dummy_Mumbai
1775,890Portal,Default,dummy_new,Mumbai Port_Demographic,Dummy_Mumbai (Dummy_MumbaiFinal) (2),Dummy_MumbaiFinal.xlsx,excel-direct,CC prediction,Dummy_Mumbai
1774,890Portal,Default,dummy_new,Mumbai Port_Demographic,Dummy_Mumbai (Dummy_MumbaiFinal) (2),Dummy_MumbaiFinal.xlsx,excel-direct,M-3,Dummy_Mumbai
1772,890Portal,Default,dummy_new,Mumbai Port_Demographic,Dummy_Mumbai (Dummy_MumbaiFinal) (2),Dummy_MumbaiFinal.xlsx,excel-direct,Month,Dummy_Mumbai
2043,890Portal,Default,dummy_new,Mumbai Port_Car,Dummy_Mumbai (Dummy_MumbaiFinal) (2),Dummy_MumbaiFinal.xlsx,excel-direct,Cargo Name,Dummy_Mumbai
1776,890Portal,Default,dummy_new,Mumbai Port_Demographic,Dummy_Mumbai (Dummy_MumbaiFinal) (2),Dummy_MumbaiFinal.xlsx,excel-direct,M-9,Dummy_Mumbai
1769,890Portal,Default,dummy_new,Mumbai Port_Demographic,Dummy_Mumbai (Dummy_MumbaiFinal) (2),Dummy_MumbaiFinal.xlsx,excel-direct,Cargo Name,Dummy_Mumbai
1777,890Portal,Default,dummy_new,Mumbai Port_Demographic,Dummy_Mumbai (Dummy_MumbaiFinal) (2),Dummy_MumbaiFinal.xlsx,excel-direct,FTA_1,Dummy_Mumbai
1761,890Portal,Default,dummy_new,Mumbai Port_Demographic,Dummy_Mumbai (Dummy_MumbaiFinal) (2),Dummy_MumbaiFinal.xlsx,excel-direct,M-5,Dummy_Mumbai
2068,890Portal,Default,dummy_new,Mumbai Port_Car,Dummy_Mumbai (Dummy_MumbaiFinal) (2),Dummy_MumbaiFinal.xlsx,excel-direct,Interior,Dummy_Mumbai
2067,890Portal,Default,dummy_new,Mumbai Port_Car,Dummy_Mumbai (Dummy_MumbaiFinal) (2),Dummy_MumbaiFinal.xlsx,excel-direct,Engine ID Name,Dummy_Mumbai
1762,890Portal,Default,dummy_new,Mumbai Port_Demographic,Dummy_Mumbai (Dummy_MumbaiFinal) (2),Dummy_MumbaiFinal.xlsx,excel-direct,Cars Arriving,Dummy_Mumbai
